1|1|727272|25.60|2|
1|2|329318|11.59|1|
1|3|1377097|48.47|13|
1|4|38929|1.37|0|
1|5|208708|7.35|0|
1|6|35714|1.26|0|
1|7|8304|0.29|0|
1|8|19423|0.68|0|
1|9|54226|1.91|0|
1|10|16659|0.59|0|
1|11|16873|0.59|0|
1|12|3101|0.11|0|
1|13|383|0.01|0|
1|14|271|0.01|0|
1|15|1659|0.06|0|
1|17|412|0.01|0|
1|18|17|0.00|0|
1|19|1570|0.06|0|
1|20|62|0.00|0|
1|21|357|0.01|0|
1|22|129|0.00|0|
1|23|457|0.02|0|
2|11617|11619|40.59|
3|2|1|57212|
3|2|2|18959|
3|2|3|74521|
3|2|4|1945|
3|2|5|13461|
3|2|6|1844|
3|2|7|645|
3|2|8|1032|
3|2|9|1842|
3|2|10|2534|
3|2|11|796|
3|2|17|412|
3|3|1|61824|
3|3|2|26754|
3|3|3|111005|
3|3|4|4181|
3|3|5|15555|
3|3|6|3369|
3|3|7|614|
3|3|8|697|
3|3|9|6471|
3|3|10|3155|
3|3|11|1803|
3|3|13|205|
3|4|1|14825|
3|4|2|4461|
3|4|3|19765|
3|4|4|444|
3|4|5|2975|
3|4|6|604|
3|4|7|107|
3|4|8|1832|
3|4|9|504|
3|4|10|466|
3|4|11|208|
3|4|12|329|
3|4|18|17|
3|5|1|105514|
3|5|2|46576|
3|5|3|207235|
3|5|4|4841|
3|5|5|36801|
3|5|6|5222|
3|5|7|1208|
3|5|8|3827|
3|5|9|4692|
3|5|10|1461|
3|5|11|3364|
3|5|19|1570|
3|6|1|29008|
3|6|2|16007|
3|6|3|75634|
3|6|4|2337|
3|6|5|11139|
3|6|6|2398|
3|6|7|476|
3|6|8|786|
3|6|9|2520|
3|6|10|573|
3|6|11|900|
3|6|14|271|
3|6|20|62|
3|7|1|87977|
3|7|2|47376|
3|7|3|282547|
3|7|4|6548|
3|7|5|37580|
3|7|6|8276|
3|7|7|1750|
3|7|8|1723|
3|7|9|6532|
3|7|10|2071|
3|7|11|3046|
3|7|12|1885|
3|8|1|16960|
3|8|2|7657|
3|8|3|31808|
3|8|4|2587|
3|8|5|6317|
3|8|6|2922|
3|8|7|279|
3|8|8|453|
3|8|9|1785|
3|8|10|385|
3|8|11|638|
3|8|21|300|
3|9|1|3461|
3|9|2|10724|
3|9|3|10332|
3|9|4|601|
3|9|5|2317|
3|9|6|526|
3|9|7|66|
3|9|8|172|
3|9|9|148|
3|9|10|149|
3|9|11|275|
3|9|21|57|
3|10|1|63048|
3|10|2|30144|
3|10|3|103157|
3|10|4|2694|
3|10|5|15637|
3|10|7|575|
3|10|8|1106|
3|10|9|3981|
3|10|10|957|
3|10|11|1401|
3|10|15|1659|
3|11|1|11552|
3|11|2|14164|
3|11|3|40461|
3|11|4|3612|
3|11|5|4982|
3|11|6|1522|
3|11|7|219|
3|11|8|996|
3|11|9|1053|
3|11|10|282|
3|11|11|449|
3|11|22|129|
3|12|1|56205|
3|12|2|21330|
3|12|3|86116|
3|12|4|2126|
3|12|5|14495|
3|12|6|2905|
3|12|7|494|
3|12|8|497|
3|12|9|3722|
3|12|10|588|
3|12|11|763|
3|12|23|457|
3|13|1|22328|
3|13|2|14010|
3|13|3|48474|
3|13|4|2417|
3|13|5|7979|
3|13|6|1563|
3|13|8|512|
3|13|9|1669|
3|13|10|1404|
3|13|11|642|
3|14|1|62842|
3|14|2|13970|
3|14|3|50893|
3|14|4|778|
3|14|5|8029|
3|14|7|428|
3|14|8|326|
3|14|9|10986|
3|14|10|506|
3|14|11|1001|
3|15|1|39794|
3|15|2|20800|
3|15|3|103509|
3|15|4|1438|
3|15|5|11384|
3|15|7|517|
3|15|8|4756|
3|15|9|4251|
3|15|10|885|
3|15|12|887|
3|16|1|53799|
3|16|2|14563|
3|16|3|52028|
3|16|4|706|
3|16|5|7294|
3|16|6|1718|
3|16|7|278|
3|16|8|305|
3|16|9|1582|
3|16|10|504|
3|16|11|635|
3|16|13|178|
3|17|1|40923|
3|17|2|21823|
3|17|3|79612|
3|17|4|1674|
3|17|5|12763|
3|17|6|2845|
3|17|7|648|
3|17|8|403|
3|17|9|2488|
3|17|10|739|
3|17|11|952|
4|2|671|674|44.41|
4|3|897|900|43.34|
4|4|178|179|42.25|
4|5|1758|1762|40.27|
4|6|592|593|40.54|
4|7|2138|2145|37.23|
4|8|296|297|41.27|
4|9|107|108|41.97|
4|10|925|928|41.14|
4|11|321|322|38.07|
4|12|744|749|41.71|
4|13|432|434|37.87|
4|14|555|557|44.68|
4|15|794|798|40.08|
4|16|531|534|42.96|
4|17|678|681|40.36|
