3|14|6|1232|
3|14|7|236|
3|14|8|202|
3|14|9|3251|
3|14|10|324|
3|14|11|571|
3|14|12|127|
3|15|1|14305|
3|15|2|8105|
3|15|3|37859|
3|15|4|1130|
3|15|5|6525|
3|15|6|1263|
3|15|7|214|
3|15|8|218|
3|15|9|1512|
3|15|10|361|
3|15|11|397|
3|16|1|16958|
3|16|2|8474|
3|16|3|31722|
3|16|4|1651|
3|16|5|6460|
3|16|6|1502|
3|16|7|198|
3|16|8|356|
3|16|9|1739|
3|16|10|298|
3|16|11|535|
3|16|14|95|
3|17|1|38568|
3|17|2|12600|
3|17|3|33567|
3|17|4|769|
3|17|5|6948|
3|17|6|1420|
3|17|7|403|
3|17|8|292|
3|17|9|4286|
3|17|10|499|
3|17|11|882|
3|17|15|150|
3|18|1|17182|
3|18|2|8227|
3|18|3|36410|
3|18|4|976|
3|18|5|7084|
3|18|6|1173|
3|18|7|283|
3|18|8|496|
3|18|9|1197|
3|18|10|480|
3|18|11|641|
3|18|12|216|
3|19|1|7804|
3|19|2|7041|
3|19|3|28554|
3|19|4|1074|
3|19|5|5197|
3|19|6|1092|
3|19|7|248|
3|19|8|180|
3|19|9|822|
3|19|10|343|
3|19|11|337|
3|19|12|200|
3|20|1|39945|
3|20|2|9680|
3|20|3|25708|
3|20|4|591|
3|20|5|5505|
3|20|6|1051|
3|20|7|233|
3|20|8|173|
3|20|9|4523|
3|20|10|266|
3|20|11|766|
3|21|1|19551|
3|21|2|7738|
3|21|3|34199|
3|21|4|882|
3|21|5|7276|
3|21|6|1387|
3|21|7|238|
3|21|8|1379|
3|21|9|1231|
3|21|10|578|
3|21|11|507|
3|21|12|559|
3|22|1|14848|
3|22|2|6749|
3|22|3|32471|
3|22|4|879|
3|22|5|6029|
3|22|6|1662|
3|22|7|194|
3|22|8|329|
3|22|9|1350|
3|22|10|360|
3|22|11|498|
3|23|1|9233|
3|23|2|5721|
3|23|3|28149|
3|23|4|603|
3|23|5|5437|
3|23|6|814|
3|23|7|361|
3|23|8|135|
3|23|9|755|
3|23|10|271|
3|23|11|384|
3|23|12|188|
3|24|1|19933|
3|24|2|7703|
3|24|3|31822|
3|24|4|1243|
3|24|5|6207|
3|24|6|1638|
3|24|7|360|
3|24|8|247|
3|24|9|1830|
3|24|10|397|
3|24|11|501|
3|24|12|139|
3|25|1|27624|
3|25|2|8830|
3|25|3|30272|
3|25|4|1734|
3|25|5|6981|
3|25|6|1129|
3|25|7|162|
3|25|8|304|
3|25|9|2361|
3|25|10|285|
3|25|11|539|
3|26|1|5988|
3|26|2|5226|
3|26|3|29580|
3|26|4|852|
3|26|5|4821|
3|26|6|1511|
3|26|7|183|
3|26|8|104|
3|26|9|778|
3|26|10|218|
3|26|11|264|
3|26|12|295|
3|27|1|25252|
3|27|2|8271|
3|27|3|25449|
3|27|4|1000|
3|27|5|5093|
3|27|6|1071|
3|27|7|161|
3|27|8|269|
3|27|9|3507|
3|27|10|545|
3|27|11|553|
3|28|1|15206|
3|28|2|6840|
3|28|3|34728|
3|28|4|1519|
3|28|5|6714|
3|28|6|1558|
3|28|7|276|
3|28|8|354|
3|28|9|1525|
3|28|10|329|
3|28|11|756|
3|29|1|10429|
3|29|2|6361|
3|29|3|35101|
3|29|4|667|
3|29|5|6215|
3|29|6|1136|
3|29|7|372|
3|29|8|233|
3|29|9|872|
3|29|10|335|
3|29|11|350|
3|30|1|25846|
3|30|2|9718|
3|30|3|33834|
3|30|4|720|
3|30|5|7556|
3|30|6|1796|
3|30|7|314|
3|30|8|263|
3|30|9|2813|
3|30|10|421|
3|30|11|593|
3|30|13|50|
3|31|1|15665|
3|31|2|7662|
3|31|3|43369|
3|31|4|1837|
3|31|5|6847|
3|31|6|1190|
3|31|7|247|
3|31|8|232|
3|31|9|2170|
3|31|10|743|
3|31|11|525|
3|32|1|10434|
3|32|2|6515|
3|32|3|33641|
3|32|4|970|
3|32|5|6385|
3|32|6|994|
3|32|7|323|
3|32|8|855|
3|32|9|1194|
3|32|10|297|
3|32|11|372|
3|33|1|17585|
3|33|2|8709|
3|33|3|30893|
3|33|4|1461|
3|33|5|6535|
3|33|6|2335|
3|33|7|250|
3|33|8|401|
3|33|9|2228|
3|33|10|537|
3|33|11|609|
3|34|1|7816|
3|34|2|11851|
3|34|3|23320|
3|34|4|1463|
3|34|5|5548|
3|34|6|1273|
3|34|7|364|
3|34|8|533|
3|34|9|683|
3|34|10|247|
3|34|11|529|
3|35|1|8497|
3|35|2|8647|
3|35|3|26405|
3|35|4|1519|
3|35|5|5026|
3|35|6|1076|
3|35|7|192|
3|35|8|696|
3|35|9|994|
3|35|10|267|
3|35|11|424|
3|36|1|7550|
3|36|2|7100|
3|36|3|24380|
3|36|4|1179|
3|36|5|4916|
3|36|6|953|
3|36|7|148|
3|36|8|545|
3|36|9|791|
3|36|10|415|
3|36|11|402|
3|37|1|14330|
3|37|2|7072|
3|37|3|28149|
3|37|4|865|
3|37|5|5905|
3|37|6|1357|
3|37|7|132|
3|37|8|440|
3|37|9|1623|
3|37|10|221|
3|37|11|336|
3|38|1|22575|
3|38|2|7817|
3|38|3|24437|
3|38|4|515|
3|38|5|6030|
3|38|6|1157|
3|38|7|206|
3|38|8|144|
3|38|9|2710|
3|38|10|361|
3|38|11|447|
3|39|1|13063|
3|39|2|6745|
3|39|3|22291|
3|39|4|814|
3|39|5|5148|
3|39|6|1179|
3|39|7|154|
3|39|8|526|
3|39|9|1536|
3|39|10|514|
3|39|11|415|
3|40|1|14366|
3|40|2|7814|
3|40|3|28308|
3|40|4|1083|
3|40|5|5831|
3|40|6|1528|
3|40|7|222|
3|40|8|185|
3|40|9|1941|
3|40|10|224|
3|40|11|347|
3|41|1|1380|
3|41|2|1088|
3|41|3|2601|
3|41|4|116|
3|41|5|636|
3|41|6|183|
3|41|7|49|
3|41|8|52|
3|41|9|235|
3|41|10|79|
3|41|11|73|
4|1|309|310|33.71|
4|2|319|319|43.48|
4|3|343|344|44.61|
4|4|292|292|39.63|
4|5|328|330|43.94|
4|6|253|254|39.58|
4|7|291|292|42.35|
4|8|294|295|42.29|
4|9|312|313|44.01|
4|10|318|319|41.19|
4|11|341|342|40.60|
4|12|337|339|39.99|
4|13|358|361|38.51|
4|14|337|339|41.15|
4|15|316|317|39.15|
4|16|276|276|41.93|
4|17|367|367|45.04|
4|18|309|310|40.09|
4|19|234|234|37.09|
4|20|346|348|44.60|
4|21|301|302|40.72|
4|22|272|274|40.26|
4|23|228|228|36.85|
4|24|291|292|42.16|
4|25|336|337|40.41|
4|26|253|254|31.12|
4|27|265|267|44.26|
4|28|296|297|39.29|
4|29|282|283|34.88|
4|30|301|301|45.61|
4|31|332|332|40.47|
4|32|282|283|35.16|
4|33|296|297|40.95|
4|34|208|209|40.24|
4|35|220|221|37.31|
4|36|214|215|35.90|
4|37|241|243|39.54|
4|38|254|257|43.98|
4|39|218|219|39.72|
4|40|249|249|40.95|
4|41|42|100|8.66|
