2|2|5|1|B|1|1|40|
2|2|5|1|B|2|2|36|
2|2|5|1|B|3|3|56|
2|2|5|1|B|4|4|13|
2|2|5|1|B|5|5|13|
2|2|5|1|B|6|6|5|
2|2|5|1|B|7|7|9|
2|2|5|1|B|8|8|1|
2|2|5|1|B|9|9|0|
2|2|5|1|B|24|10|16|
2|2|5|1|C1|1|1|39|
2|2|5|1|C1|2|2|39|
2|2|5|1|C1|3|3|59|
2|2|5|1|C1|4|4|15|
2|2|5|1|C1|5|5|9|
2|2|5|1|C1|6|6|8|
2|2|5|1|C1|7|7|3|
2|2|5|1|C1|8|8|2|
2|2|5|1|C1|9|9|0|
2|2|5|1|C1|24|10|22|
2|2|5|2|C1|1|1|58|
2|2|5|2|C1|2|2|66|
2|2|5|2|C1|3|3|99|
2|2|5|2|C1|4|4|23|
2|2|5|2|C1|5|5|9|
2|2|5|2|C1|6|6|5|
2|2|5|2|C1|7|7|4|
2|2|5|2|C1|8|8|1|
2|2|5|2|C1|9|9|0|
2|2|5|2|C1|24|10|16|
2|2|5|3|B|1|1|55|
2|2|5|3|B|2|2|43|
2|2|5|3|B|3|3|64|
2|2|5|3|B|4|4|11|
2|2|5|3|B|5|5|20|
2|2|5|3|B|6|6|4|
2|2|5|3|B|7|7|2|
2|2|5|3|B|8|8|3|
2|2|5|3|B|9|9|1|
2|2|5|3|B|24|10|27|
2|2|5|4|B|1|1|58|
2|2|5|4|B|2|2|55|
2|2|5|4|B|3|3|57|
2|2|5|4|B|4|4|19|
2|2|5|4|B|5|5|10|
2|2|5|4|B|6|6|2|
2|2|5|4|B|7|7|7|
2|2|5|4|B|8|8|0|
2|2|5|4|B|9|9|1|
2|2|5|4|B|24|10|17|
2|2|5|4|C1|1|1|51|
2|2|5|4|C1|2|2|45|
2|2|5|4|C1|3|3|75|
2|2|5|4|C1|4|4|20|
2|2|5|4|C1|5|5|16|
2|2|5|4|C1|6|6|7|
2|2|5|4|C1|7|7|9|
2|2|5|4|C1|8|8|5|
2|2|5|4|C1|9|9|0|
2|2|5|4|C1|24|10|14|
2|2|5|7|C1|1|1|33|
2|2|5|7|C1|2|2|48|
2|2|5|7|C1|3|3|63|
2|2|5|7|C1|4|4|16|
2|2|5|7|C1|5|5|10|
2|2|5|7|C1|6|6|6|
2|2|5|7|C1|7|7|4|
2|2|5|7|C1|8|8|0|
2|2|5|7|C1|9|9|1|
2|2|5|7|C1|24|10|15|
2|2|5|9|B|1|1|44|
2|2|5|9|B|2|2|31|
2|2|5|9|B|3|3|68|
2|2|5|9|B|4|4|9|
2|2|5|9|B|5|5|10|
2|2|5|9|B|6|6|6|
2|2|5|9|B|7|7|3|
2|2|5|9|B|8|8|4|
2|2|5|9|B|9|9|0|
2|2|5|9|B|24|10|17|
2|2|5|9|C1|1|1|40|
2|2|5|9|C1|2|2|40|
2|2|5|9|C1|3|3|53|
2|2|5|9|C1|4|4|8|
2|2|5|9|C1|5|5|13|
2|2|5|9|C1|6|6|9|
2|2|5|9|C1|7|7|3|
2|2|5|9|C1|8|8|0|
2|2|5|9|C1|9|9|0|
2|2|5|9|C1|24|10|9|
2|2|5|11|B|1|1|46|
2|2|5|11|B|2|2|27|
2|2|5|11|B|3|3|46|
2|2|5|11|B|4|4|9|
2|2|5|11|B|5|5|12|
2|2|5|11|B|6|6|2|
2|2|5|11|B|7|7|1|
2|2|5|11|B|8|8|3|
2|2|5|11|B|9|9|0|
2|2|5|11|B|24|10|16|
2|2|5|11|C1|1|1|40|
2|2|5|11|C1|2|2|26|
2|2|5|11|C1|3|3|50|
2|2|5|11|C1|4|4|9|
2|2|5|11|C1|5|5|5|
2|2|5|11|C1|6|6|3|
2|2|5|11|C1|7|7|4|
2|2|5|11|C1|8|8|0|
2|2|5|11|C1|9|9|0|
2|2|5|11|C1|24|10|18|
2|2|5|12|B|1|1|75|
2|2|5|12|B|2|2|26|
2|2|5|12|B|3|3|24|
2|2|5|12|B|4|4|7|
2|2|5|12|B|5|5|9|
2|2|5|12|B|6|6|2|
2|2|5|12|B|7|7|6|
2|2|5|12|B|8|8|4|
2|2|5|12|B|9|9|0|
2|2|5|12|B|24|10|12|
2|2|5|14|B|1|1|111|
2|2|5|14|B|2|2|29|
2|2|5|14|B|3|3|24|
2|2|5|14|B|4|4|15|
2|2|5|14|B|5|5|17|
2|2|5|14|B|6|6|4|
2|2|5|14|B|7|7|9|
2|2|5|14|B|8|8|2|
2|2|5|14|B|9|9|0|
2|2|5|14|B|24|10|24|
2|2|5|14|C1|1|1|115|
2|2|5|14|C1|2|2|39|
2|2|5|14|C1|3|3|28|
2|2|5|14|C1|4|4|10|
2|2|5|14|C1|5|5|14|
2|2|5|14|C1|6|6|3|
2|2|5|14|C1|7|7|6|
2|2|5|14|C1|8|8|3|
2|2|5|14|C1|9|9|0|
2|2|5|14|C1|24|10|16|
2|2|5|17|C1|1|1|59|
2|2|5|17|C1|2|2|22|
2|2|5|17|C1|3|3|58|
2|2|5|17|C1|4|4|5|
2|2|5|17|C1|5|5|14|
2|2|5|17|C1|6|6|3|
2|2|5|17|C1|7|7|10|
2|2|5|17|C1|8|8|2|
2|2|5|17|C1|9|9|1|
2|2|5|17|C1|24|10|15|
2|2|5|18|B|1|1|73|
2|2|5|18|B|2|2|42|
2|2|5|18|B|3|3|68|
2|2|5|18|B|4|4|7|
2|2|5|18|B|5|5|19|
2|2|5|18|B|6|6|20|
2|2|5|18|B|7|7|11|
2|2|5|18|B|8|8|4|
2|2|5|18|B|9|9|1|
2|2|5|18|B|24|10|15|
2|2|5|20|B|1|1|24|
2|2|5|20|B|2|2|34|
2|2|5|20|B|3|3|59|
2|2|5|20|B|4|4|9|
2|2|5|20|B|5|5|27|
2|2|5|20|B|6|6|4|
2|2|5|20|B|7|7|3|
2|2|5|20|B|8|8|6|
2|2|5|20|B|9|9|1|
2|2|5|20|B|24|10|11|
2|2|5|20|C1|1|1|38|
2|2|5|20|C1|2|2|43|
2|2|5|20|C1|3|3|57|
2|2|5|20|C1|4|4|9|
2|2|5|20|C1|5|5|14|
2|2|5|20|C1|6|6|1|
2|2|5|20|C1|7|7|0|
2|2|5|20|C1|8|8|4|
2|2|5|20|C1|9|9|1|
2|2|5|20|C1|24|10|15|
2|2|5|21|C1|1|1|22|
2|2|5|21|C1|2|2|32|
2|2|5|21|C1|3|3|90|
2|2|5|21|C1|4|4|18|
2|2|5|21|C1|5|5|11|
2|2|5|21|C1|6|6|5|
2|2|5|21|C1|7|7|3|
2|2|5|21|C1|8|8|1|
2|2|5|21|C1|9|9|1|
2|2|5|21|C1|24|10|17|
2|2|5|22|B|1|1|44|
2|2|5|22|B|2|2|46|
2|2|5|22|B|3|3|75|
2|2|5|22|B|4|4|25|
2|2|5|22|B|5|5|15|
2|2|5|22|B|6|6|5|
2|2|5|22|B|7|7|7|
2|2|5|22|B|8|8|4|
2|2|5|22|B|9|9|0|
2|2|5|22|B|24|10|15|
2|2|5|23|B|1|1|37|
2|2|5|23|B|2|2|36|
2|2|5|23|B|3|3|54|
2|2|5|23|B|4|4|8|
2|2|5|23|B|5|5|10|
2|2|5|23|B|6|6|5|
2|2|5|23|B|7|7|9|
2|2|5|23|B|8|8|1|
2|2|5|23|B|9|9|0|
2|2|5|23|B|24|10|28|
2|2|5|23|C1|1|1|44|
2|2|5|23|C1|2|2|33|
2|2|5|23|C1|3|3|55|
2|2|5|23|C1|4|4|8|
2|2|5|23|C1|5|5|18|
2|2|5|23|C1|6|6|3|
2|2|5|23|C1|7|7|10|
2|2|5|23|C1|8|8|4|
2|2|5|23|C1|9|9|0|
2|2|5|23|C1|24|10|17|
2|2|5|24|C1|1|1|55|
2|2|5|24|C1|2|2|61|
2|2|5|24|C1|3|3|63|
2|2|5|24|C1|4|4|12|
2|2|5|24|C1|5|5|8|
2|2|5|24|C1|6|6|4|
2|2|5|24|C1|7|7|12|
2|2|5|24|C1|8|8|5|
2|2|5|24|C1|9|9|0|
2|2|5|24|C1|24|10|11|
2|2|5|25|B|1|1|28|
2|2|5|25|B|2|2|48|
2|2|5|25|B|3|3|50|
2|2|5|25|B|4|4|7|
2|2|5|25|B|5|5|12|
2|2|5|25|B|6|6|5|
2|2|5|25|B|7|7|8|
2|2|5|25|B|8|8|3|
2|2|5|25|B|9|9|0|
2|2|5|25|B|24|10|11|
2|2|5|25|C1|1|1|33|
2|2|5|25|C1|2|2|60|
2|2|5|25|C1|3|3|58|
2|2|5|25|C1|4|4|9|
2|2|5|25|C1|5|5|9|
2|2|5|25|C1|6|6|4|
2|2|5|25|C1|7|7|5|
2|2|5|25|C1|8|8|0|
2|2|5|25|C1|9|9|0|
2|2|5|25|C1|24|10|11|
2|2|5|26|B|1|1|64|
2|2|5|26|B|2|2|55|
2|2|5|26|B|3|3|48|
2|2|5|26|B|4|4|16|
2|2|5|26|B|5|5|16|
2|2|5|26|B|6|6|5|
2|2|5|26|B|7|7|6|
2|2|5|26|B|8|8|2|
2|2|5|26|B|9|9|0|
2|2|5|26|B|24|10|6|
2|2|5|27|C1|1|1|48|
2|2|5|27|C1|2|2|52|
2|2|5|27|C1|3|3|52|
2|2|5|27|C1|4|4|12|
2|2|5|27|C1|5|5|18|
2|2|5|27|C1|6|6|3|
2|2|5|27|C1|7|7|4|
2|2|5|27|C1|8|8|1|
2|2|5|27|C1|9|9|1|
2|2|5|27|C1|24|10|18|
2|2|5|29|B|1|1|66|
2|2|5|29|B|2|2|38|
2|2|5|29|B|3|3|50|
2|2|5|29|B|4|4|13|
2|2|5|29|B|5|5|13|
2|2|5|29|B|6|6|10|
2|2|5|29|B|7|7|7|
2|2|5|29|B|8|8|4|
2|2|5|29|B|9|9|0|
2|2|5|29|B|24|10|11|
2|2|5|31|C1|1|1|50|
2|2|5|31|C1|2|2|49|
2|2|5|31|C1|3|3|83|
